169.27200000000002,220.0
239.36299999999991,16.0
225.22999999999996,2000.0
242.24099999999996,42.0
230.78299999999996,1100.0
191.227,1700.0
407.6430000000004,32.0
219.716,12.0
254.374,2000.0
226.33999999999997,51.0
214.31299999999993,80.0
154.25699999999998,28.0
408.5320000000002,16.0
141.218,28.0
256.38999999999993,33.0
254.37800000000004,300.0
177.20000000000002,0.017
253.39,100.0
199.29799999999997,170.0
169.03300000000002,260.0
430.5360000000002,7100.0
229.27599999999998,10000.0
264.417,1200.0
280.45599999999996,22.0
216.756,900.0
193.674,6.0
227.35199999999998,100.0
213.32900000000004,76.0
270.38100000000003,0.69
297.46200000000005,20.0
233.15300000000002,670.0
200.28199999999998,9.9
257.80899999999997,10.0
348.28900000000004,31.0
197.32199999999992,130.0
345.48000000000025,53.0
271.35699999999997,370.0
194.32199999999995,320.0
250.33899999999997,9.1
221.728,220.0
213.32499999999996,4.6
187.283,55.0
227.35199999999998,320.0
328.45300000000003,30.0
269.38899999999995,79.0
227.31200000000007,170.0
225.34000000000003,240.0
215.265,1000.0
205.69300000000004,22.0
311.25300000000004,17.0
197.32199999999992,50.0
229.32,25.0
227.35200000000003,160.0
169.268,4.8
185.26699999999997,99.0
199.30200000000005,1200.0
253.39400000000006,690.0
211.34899999999996,95.0
239.40699999999995,130.0
297.4680000000001,43.0
234.32100000000003,63.0
213.32499999999996,1000.0
224.35199999999998,69.0
143.23000000000002,5000.0
171.24400000000003,1700.0
311.25300000000004,320.0
335.87199999999996,150.0
146.19,1000.0
229.795,100.0
256.38599999999997,610.0
225.37599999999995,24.0
256.38999999999993,9.1
184.283,27.0
191.67799999999997,1000.0
146.186,250.0
197.32199999999992,280.0
210.36499999999998,100.0
200.28599999999997,3.5
275.824,100.0
239.36699999999996,160.0
284.41900000000004,160.0
212.337,590.0
224.35199999999995,6.0
213.281,19.0
172.29700000000003,4000.0
189.68599999999995,8900.0
189.68599999999998,70.0
268.40500000000003,500.0
313.4420000000001,628.0
214.309,5000.0
209.12,8.7
225.38,800.0
228.33599999999996,1.7
169.26800000000003,1000.0
295.44699999999995,1150.0
214.33299999999997,5000.0
223.364,100.0
196.29799999999997,0.91
126.203,1000.0
368.51800000000014,0.28
229.31999999999996,150.0
215.31199999999998,5300.0
239.36299999999994,0.29
212.33699999999993,1300.0
236.403,35.0
168.28400000000005,80.0
126.20300000000002,100.0
296.4590000000001,2.3
220.11400000000003,40.9
211.35299999999992,310.0
227.35199999999998,660.0
230.35199999999998,0.13
185.31099999999995,1000.0
183.177,18.0
187.31199999999998,15.0
162.26199999999997,350.0
174.24400000000003,82.0
173.22,28.0
224.09799999999996,200.0
155.241,1100.0
307.456,1.4
